Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY
Date,,,,,,,,,,,,,,,
2010-01-04,6.447412014007568,17.949798583984375,86.02645111083984,6.4621740257756315,18.00644250353385,86.07199401172878,6.398305598620858,17.90574246887681,84.64492713449737,6.429938538443087,17.98756079687099,85.29773574004199,493729600,13870400,118944600
2010-01-05,6.458559036254883,17.732666015625,86.2541732788086,6.495012355557433,17.934067317823864,86.29212955791655,6.42451550471913,17.666581832317508,85.66209238914098,6.465187058758854,17.890009995179575,85.973317662144,601904800,23172400,111579900
2010-01-06,6.355827808380127,17.726369857788086,86.3149185180664,6.484167624601258,17.76098451817435,86.52745982502934,6.3491997851383255,17.616228373303947,86.10237721110347,6.458559755219898,17.73266255935718,86.17069157777745,552160000,19264600,116074400
2010-01-07,6.344077110290527,17.682315826416016,86.67924499511719,6.386857581174467,17.738959754566185,86.7855156066861,6.297983432577972,17.54385355784854,85.91257347624376,6.37932573731556,17.726373148652257,86.155478558589,477131200,13234600,131091100
2010-01-08,6.386254787445068,17.355037689208984,86.96772003173828,6.3868577372031625,17.509234083734228,87.00567631538661,6.298285664666543,17.22916205248553,86.27696084160178,6.335642002180716,17.452590167252577,86.45154584722621,447610800,28712400,126402800
2010-01-11,6.329917907714844,17.707494735717773,87.08916473388672,6.41698360184954,17.764138674413317,87.39279180025315,6.279907273249689,17.244902969850674,86.71721173235223,6.410958127279132,17.35504449528735,87.35484131261488,462229600,28642400,106375700
2010-01-12,6.257914066314697,17.899450302124023,86.2769546508789,6.319674373974027,17.93721251867193,86.69444478447501,6.218749689717484,17.641406288241424,85.94295791094973,6.302200096112814,17.650846542268596,86.51226737692971,594459600,23269800,163333500
2010-01-13,6.346185684204102,17.946659088134766,87.00566101074219,6.354621348870986,18.072534788175787,87.24856612594249,6.148856614796813,17.839665103231795,86.0568119995981,6.262434400653872,17.8931626959031,86.49707353936974,605892000,15157400,161822000
2010-01-14,6.309431552886963,17.978120803833008,87.24099731445312,6.340462345962333,18.015883017265896,87.40040329649324,6.29707973174577,17.864832963095225,86.85386519160353,6.329918167266383,17.949798843648562,86.90700051895023,432894000,12392600,115718800
2010-01-15,6.203988552093506,17.713787078857422,86.26175689697266,6.374807153935941,18.047355576843692,87.1726495895311,6.202180909533142,17.63511508209622,85.9277602070878,6.35462181201188,17.921481102289416,87.08915620837439,594067600,27460800,212283100
2010-01-19,6.478443145751953,17.754690170288086,87.33965301513672,6.482962252595114,17.776719426982936,87.39278832877167,6.243455623428057,17.59734622535279,86.22380563748789,6.276293259784264,17.691753552665194,86.24658287874415,730007600,14615400,139172700
2010-01-20,6.378724098205566,17.465177536010742,86.4515380859375,6.493807463624537,17.74524956028374,86.87662062632076,6.311541252356983,17.399093368574444,85.76077895781471,6.474526344050393,17.672871491124123,86.7475785396066,612152800,18810200,216490200
2010-01-21,6.268459320068359,17.109580993652344,84.78913116455078,6.426323557360995,17.490354269587815,86.73996417413696,6.24255058036858,17.052937074932657,84.68286055634871,6.389268090427775,17.480912816175145,86.47428765363179,608154400,27396800,344859600
2010-01-22,5.957552433013916,17.068679809570312,82.89905548095703,6.251287520223154,17.26378605815323,84.81952531824233,5.9397780850866235,16.986860246963552,82.8079638736851,6.229596613293212,17.103294485584367,84.40962177249243,881767600,23551400,345942400
2010-01-25,6.117826461791992,17.103288650512695,83.32413482666016,6.166932477299635,17.16308012596638,83.8099509219102,6.031061627317849,16.955386138542288,83.05087159809824,6.1009555329285385,17.147345969429853,83.65813158235842,1065699600,16853200,186937500
2010-01-26,6.204290390014648,17.037202835083008,82.97496032714844,6.4383748938166665,17.15049067195886,83.85549513633894,6.103064810837715,16.95223695742612,82.7700114547007,6.204591663802105,17.01517477796149,82.99773178060754,1867110000,15515000,211168800
2010-01-27,6.262734413146973,17.153636932373047,83.36967468261719,6.344075897870032,17.20084059763554,83.5594444934446,6.011176105385427,16.898740501184992,82.23105581765267,6.2317036246132425,16.993146631270903,82.8686796022016,1722568400,20414800,271863600
2010-01-28,6.0039472579956055,17.049795150756836,82.41324615478516,6.191034242454007,17.257489173173298,83.68849971543489,5.986172910449639,17.034060991569408,81.91225678702058,6.173862442433983,17.21657939893447,83.6429568069061,1173502400,20905200,316104000
2010-01-29,5.786131858825684,17.07181739807129,81.51750183105469,6.09161663245499,17.288951601944024,83.34688519128763,5.731602511581977,16.961677120839976,81.38845977753911,6.057874773708065,17.131607662791293,82.76998346967588,1245952400,22146800,310677600
2010-02-01,5.866569995880127,17.112733840942383,82.7851791381836,5.9048309616294015,17.169377777192093,82.79277155206715,5.763235502319775,16.993152064366384,81.60101739020696,5.795470992444065,17.15364241678093,82.09442004896887,749876400,14517600,187865000
2010-02-02,5.900614261627197,17.323572158813477,83.78715515136719,5.914472858225552,17.373922184979815,83.94656107916369,5.8259003607055435,17.040353711792577,82.6485364174085,5.902121033057435,17.159934273663055,82.93699020311922,698342400,16888600,216327900
2010-02-03,6.002139568328857,17.266925811767578,83.36967468261719,6.031362720873122,17.295247772548223,83.86307734903149,5.857230107353946,17.15993187108949,83.1267695564107,5.879825237164845,17.28265996765924,83.40762516999365,615328000,15899400,172730700
2010-02-04,5.785829544067383,16.81378173828125,80.79637908935547,5.9762296979069385,17.20714178044497,82.76239112577429,5.7713684062961494,16.804341481409985,80.78119426462709,5.926821614991061,17.16623199993686,82.7244406465809,757652000,21342800,356715700
2010-02-05,5.888560771942139,16.706785202026367,80.96337127685547,5.904829552246513,16.813779165138367,81.13036379701393,5.749676809813007,16.530559497947955,79.3844855209754,5.803302725606392,16.7539888800379,80.88745874159494,850306800,29285000,493585800
2010-02-08,5.84819221496582,16.56832504272461,80.37890625,5.961468733961755,16.763431282646746,81.47198229027504,5.844576929889102,16.543149424443275,80.31817851635907,5.8954913902502515,16.763431282646746,81.02412249381746,478270800,16721200,224166900
2010-02-09,5.9105544090271,16.996299743652344,81.38847351074219,5.950020062629133,17.301547512790044,82.09441740498798,5.867171794534114,16.794899599229776,80.66734478921835,5.917483302876713,16.89559967144106,81.32015337062046,632886800,31495000,337820500
2010-02-10,5.878317832946777,16.92705726623535,81.22908782958984,5.922905939428213,17.18195361920919,81.67694189362999,5.852409098567455,16.731949963428303,80.54591521457286,5.901515103958233,17.18195361920919,81.25945170040352,370361600,18717600,240511500
2010-02-11,5.985267639160156,17.062381744384766,82.0792465209961,6.017804797630495,17.096997612398006,82.17033812619441,5.846383676620476,16.763427939335045,80.65217945411692,5.871087718624813,16.867274342935456,81.12281072733461,550345600,26327200,223591600
2010-02-12,6.036783695220947,16.986858367919922,82.01090240478516,6.074743372305424,17.119027954264574,82.05644529520224,5.889765365493016,16.873570494035782,80.84951236864046,5.968395780395547,16.967976655459406,81.2138670746044,655468800,24640000,304622100
2010-02-16,6.127768039703369,17.25119972229004,83.30136108398438,6.136504576136544,17.25119972229004,83.38486027061393,6.071129781940066,16.971127534967664,81.84393021223924,6.0837828770864,17.15364598944439,82.6333733822634,543737600,19339400,159317500
2010-02-17,6.102160453796387,17.411685943603516,83.69607543945312,6.1551830233001334,17.48091648065424,83.8099384793838,6.051245593776783,17.232312696430235,83.30135100653541,6.151567738406341,17.24804805527022,83.70366206181765,436396800,17064600,168845100
2010-02-18,6.113609313964844,17.59420394897461,84.18949127197266,6.142531196852979,17.597350300408745,84.36407627473969,6.053054486193021,17.3550416254828,83.52909016998457,6.0744441217623635,17.3550416254828,83.55945403814312,422825200,17264600,193708600
2010-02-19,6.075650215148926,17.53441047668457,84.36407470703125,6.1217443071152395,17.59105439570351,84.69047904452556,6.058779282740503,17.364478719627755,83.77199376723125,6.081374820209047,17.559584884893493,83.96935601093644,415469600,18944800,222684900
2010-02-22,6.037990093231201,17.427412033081055,84.37926483154297,6.10065382615831,17.578462044581666,84.69807677431622,6.000934628903315,17.392796180363224,84.12876725165714,6.095833848421336,17.559580342979547,84.67530532002041,390563600,13487600,132346900
2010-02-23,5.936765193939209,17.254348754882812,83.35447692871094,6.065406283235784,17.496657530660237,84.40959644998722,5.896094440065246,17.241760943028456,83.13434328732978,6.025337674691251,17.436867225011753,84.15151232711463,575094800,14835600,207497000
2010-02-24,6.045219898223877,17.358179092407227,84.12115478515625,6.0687184415791755,17.364472992493383,84.25778926967858,5.960261924331553,17.21027544147932,83.39243946480867,5.9720115982437685,17.30782909215668,83.60498070932906,460566400,14470600,176350700
2010-02-25,6.085590839385986,16.716222763061523,84.00730895996094,6.1114995785345725,16.860980125425908,84.06803669692641,5.931643566605475,16.555732444481727,82.69410494814802,5.946405578757762,16.72251666581121,82.92182527479494,665126000,63648600,259634700
2010-02-26,6.164522647857666,16.59034538269043,84.06045532226562,6.181092302839909,16.706779561921522,84.34890921507858,6.085590931924994,16.436147793623043,83.58223736131498,6.097038932858372,16.706779561921522,84.0832267787895,507460800,63095400,173589300
2010-03-01,6.296177387237549,16.763427734375,84.93341064453125,6.311541546174831,16.7948960501263,85.01690985859061,6.189528475941119,16.612377657978033,84.38687244025809,6.198566287475056,16.74769357649935,84.40964390021658,550093600,39449800,147709700
2010-03-02,6.291958808898926,16.772869110107422,85.16868591308594,6.351609403767862,16.895597230355623,85.5785893856194,6.258517824150557,16.72566663332547,85.01687238606533,6.324495167908173,16.79804472474263,85.29773378149977,566546400,24506200,160992400
2010-03-03,6.306418418884277,16.971118927001953,85.24459075927734,6.3226872009060155,17.030909197196625,85.75317239925188,6.264542977803897,16.73510299666216,85.03204373282827,6.294669547448958,16.77286520939358,85.38881185951062,372052800,26574200,150785000
2010-03-04,6.34799337387085,17.141061782836914,85.50269317626953,6.354320122418094,17.320433909993515,85.62414864592994,6.285329642583004,17.093858086031545,85.03965433299145,6.304912837940058,17.21343990428257,85.35846625387668,366041200,28983200,135770400
2010-03-05,6.5962371826171875,17.213428497314453,86.72480773925781,6.618832309112636,17.292100472895928,86.79312209462587,6.466089752774307,17.106434562506085,85.85186540900222,6.475429237982728,17.21028094604531,86.05682005773703,899620400,24238600,176118800
2010-03-08,6.600152969360352,17.13790512084961,86.73999786376953,6.630580404455992,17.266927129711796,86.92976770802426,6.575147656056865,17.093849000814604,86.58818430489217,6.628170617241097,17.219724658433964,86.7324112397469,429889600,18915600,114631200
2010-03-09,6.718853950500488,17.049795150756836,86.88421630859375,6.778504547894001,17.17881717679677,87.28652741249071,6.564304126933652,16.977417058143153,86.43636229974707,6.5769572230118705,17.10014518042024,86.48190520469677,920259200,23070000,154556700
2010-03-10,6.773682594299316,17.056081771850586,87.2713623046875,6.792964111059599,17.10957813033364,87.50667507290841,6.724275316539408,17.005731763685816,86.84627968046487,6.743255157365732,17.07496227463807,86.92218646460228,596218000,21574800,186088800
2010-03-11,6.7935662269592285,17.00533103942871,87.63570404052734,6.7935662269592285,17.062438592858776,87.65848128453696,6.7278905680617855,16.814973334838335,86.8007179576232,6.745665717301035,17.062438592858776,87.06639455791331,405700400,29130600,160791100
2010-03-12,6.82670783996582,16.92600440979004,87.643310546875,6.860750570662187,17.05925568683934,88.03044267886571,6.801099970704607,16.897450651155477,87.4004053602236,6.849904714499217,17.03387403015795,88.01525784708448,416323600,22334400,162074800
2010-03-15,6.743557453155518,17.021190643310547,87.66608428955078,6.793566883659309,17.081470284600414,87.72681203562652,6.6354021898586,16.932356022668518,86.9905040405789,6.7899524031880825,17.04657109901938,87.49149925872881,493502800,23874000,146816800
2010-03-16,6.761935710906982,17.037050247192383,88.36442565917969,6.777902820379882,17.090984461440122,88.44791905564948,6.703490201519857,16.99580565318492,87.66606828940085,6.753801720384991,17.06877611318938,87.90897343805398,446908000,22287800,168673000
2010-03-17,6.751992225646973,17.08147430419922,88.88817596435547,6.822186991973064,17.12906433396574,89.17662977589174,6.726384763646548,17.005330498625728,88.37200186042806,6.77549077158519,17.0751288862127,88.6300918080492,450956800,26074400,177468100
2010-03-18,6.76795768737793,17.116369247436523,88.84263610839844,6.778501862894063,17.144923016152653,89.0172210927491,6.706499069477696,17.049744190520368,88.48586793431437,6.7513872343924,17.10050631154188,88.89577142424191,342109600,23496200,196509100
2010-03-19,6.6956562995910645,17.370176315307617,88.39293670654297,6.785735145819249,17.468528434249215,89.39904732350503,6.664926777227215,17.005322812706897,88.0499408823643,6.772178228378104,17.370176315307617,88.39293670654297,559445600,43610800,226641100
2010-03-22,6.770973205566406,17.303558349609375,88.86548614501953,6.808632025055407,17.40190929851514,89.02555432674792,6.632390487500692,17.259141635875846,87.83651046557853,6.642031248261954,17.28769541045664,87.88986458776692,456419600,18127400,184477800
2010-03-23,6.879730224609375,17.54467010498047,89.49051666259766,6.892383723112849,17.55736093457372,89.56673602070552,6.75139001033935,17.262305802983313,88.70544041011026,6.797785367049398,17.357484604404448,88.99508211215013,602431200,19081200,182941600
2010-03-24,6.910158157348633,17.328933715820312,89.0560302734375,6.935163477202838,17.563709261161108,89.50573425168862,6.854122042438086,17.325761613028174,88.09565615102959,6.8580390035541345,17.51929256048525,89.15512064610375,597780400,17052600,196072600
2010-03-25,6.8282151222229,17.386035919189453,88.91121673583984,6.958363007845774,17.5065963628311,90.06976580743539,6.816164168608874,17.33844713030793,88.80450849826511,6.956856236409254,17.42093509052761,89.65817439886304,542284400,16638800,223396300
2010-03-26,6.956253528594971,17.338455200195312,88.85786437988281,6.987886070741096,17.4399794493787,89.49811381803303,6.885455392634239,17.290865178899875,88.5072507615868,6.897506344577195,17.38287190792998,89.07890453786219,640875200,16276800,205808500
2010-03-29,7.0011396408081055,17.37652587890625,89.42190551757812,7.045727347875434,17.436805521527603,89.58196789687696,6.9779427705638755,17.34479879573885,88.94171837968163,7.01951774036522,17.386043398724233,89.30757358517506,540744400,13853600,134513500
2010-03-30,7.105377674102783,17.40825080871582,89.4828872680664,7.154484887488106,17.465358345058867,89.8106357206488,7.05717468409844,17.325762817478317,89.10940836657238,7.127972800527657,17.417769538282602,89.52861771697803,527310000,13631600,145772500
2010-03-31,7.079770565032959,17.449493408203125,89.17798614501953,7.128275236156632,17.541500118455257,89.57433019143691,7.063502587133618,17.290861649946734,88.88072665641582,7.094533380898394,17.382868360198866,89.13987356846512,430659600,22922000,161078700
2010-04-01,7.10899543762207,17.54467010498047,89.78781127929688,7.192144598675761,17.58591469602647,90.13080143225363,7.0119876808246895,17.490735894605336,89.25426393393838,7.152378063306746,17.563706349370346,89.78781127929688,603145200,14346000,161215200
2010-04-05,7.184911727905273,17.40508270263672,90.51947784423828,7.185514275286031,17.627167482719113,90.58044983173065,7.0728403284917745,17.338457631691405,89.87922254668011,7.079167478224295,17.627167482719113,90.13075162126236,684507600,19191800,105847600
2010-04-06,7.21654748916626,17.22423553466797,90.7328872680664,7.237635850112969,17.39873021588484,90.89294962619236,7.140025555023741,17.202027186709323,90.1612334968325,7.176177605553389,17.39873021588484,90.2603180570544,447017200,17604200,110384200
2010-04-07,7.248481273651123,17.075117111206055,90.21460723876953,7.288248607305319,17.22740340707162,90.97681243286853,7.1900349660298035,16.992629154794503,89.79539205594943,7.2168479296511565,17.22740340707162,90.54997938502562,628502000,24060800,184576300
2010-04-08,7.228899002075195,17.05608558654785,90.52710723876953,7.276800326188577,17.06243100191314,90.67955176482586,7.171356917042582,16.954561361231704,89.63532856820527,7.243661014998085,17.06243100191314,89.90209921984875,572989200,19466800,158704000
2010-04-09,7.28433084487915,17.31941795349121,91.12164306640625,7.287344386753708,17.325763369983278,91.15974984110511,7.244262644092687,17.08464238434251,90.5499891094405,7.273485794689372,17.10367863381871,90.71766938541205,334182800,20640600,133006500
2010-04-12,7.2993950843811035,17.37335205078125,91.26647186279297,7.322893633451657,17.405079133008755,91.50275948824492,7.2849339437411755,17.294036160609146,91.12927465984738,7.296683218276453,17.33845407572765,91.23598294934222,333026400,16930400,110279000
2010-04-13,7.303609848022461,17.455839157104492,91.33504486083984,7.314757376043971,17.474875404153916,91.49510724511725,7.263842528062346,17.338451992627114,90.70241318834067,7.286438455540745,17.34796951101968,91.17498247656243,306210800,15055000,125043600
2010-04-14,7.401825904846191,17.43362808227539,92.37162780761719,7.405441190081557,17.46852725794539,92.37162780761719,7.353021163107433,17.338449282434365,91.52557977411546,7.389474082526695,17.459008530776416,91.67039477293527,404076400,13865200,161609000
2010-04-15,7.499131202697754,17.214719772338867,92.44788360595703,7.502444810108985,17.376524861356305,92.66130016431187,7.396398914853871,17.173476382033122,92.18873077426538,7.4045328999315485,17.373351548093154,92.21921968476822,376784800,20351000,144615300
2010-04-16,7.453343391418457,17.439979553222656,90.9768295288086,7.566017381129113,17.49391378143175,92.44788606246027,7.3674823681297354,17.18616771848838,90.51188380782466,7.4885912199146185,17.20520396917281,92.12013753480217,750545600,35075600,366786700
